title,content,related_keyword
요소비용,국민소득을 평가하는 데는 두가지 방법이 있다. 하나는 시장가격에 의한 평가이고 다른 하나는 요소비용(factor cost)에 의한 평가이다. 시장가격이란 상품이 시장에서 실제로 거래되고 있는 가격을 말하는 것으로서 여기에는 순생산 및 수입세(생산 및 수입세 보조금)가 포함되어 있다. 생산 및 수입세란 부가가치세나 특별소비세 등과 같이 우리가 상품을 살 때 상품가격에 포함되어 있는 세금을 말하며 보조금이란 기업이 상품을 만들 때 정부가 그 상품의 생산을 장려하기 위하여 생산비용중의 일부를 무상으로 제공해 주는 것을 말한다. 요소비용이란 시장가격에서 이와 같은 순생산 및 수입세를 공제한 것으로서 결국 그 상품을 만드는 데 들어간 생산요소에 대한 대가인 피용자보수와 영업잉여의 합계를 말한다. 이와 같이 생산의 요소비용을 측정하는 목적은 주로 투입된 생산요소의 생산성을 정확히 측정하는 데 있다.,요소비용 국민소득
요소비용 국민소득,"요소비용에 의한 국민소득(NI at factor cost)은 통상 국민소득(NI)이라 불리며 한 나라의 국민이 제공한 생산요소에서 발생한 소득의 총액, 즉 노동에 대한 대가인 피용자 보수와 토지, 자본, 경영에 대한 대가인 영업잉여의 합계로서 고정자본소모와 순생산 및 수입세가 포함되지 않으므로 한 나라 국민이 벌어들인 순수한 소득을 나타내는 지표이다. 요소비용에 의한 국민소득 = 시장가격에 의한 국민소득 생산 및 수입세 + 보조금 = 피용자보수 + 영업잉여의 관계가 성립한다.","영업잉여, 피용자보수"
우발부채(채무),"과거에 발생한 원인은 있으나 채무의 확정이 미래 불확실한 사건의 발생 여부에 달려있는 잠재적 의무를 의미한다. 또한 현재의무라고 하더라도 이를 이행하기 위해 경제적 가치가 있는 자원을 지출할 가능성이 높지 않거나 지출 가액을 신뢰성 있게 측정할 수 없는 경우도 포함한다. 예를 들면 대출약정, 지급보증, 계류중인 소송사건 등이 이에 속한다. 즉 우발채무는 지급가능성, 채권자, 지급시기, 금액 등 불확실한 요소가 많기 때문에 재무제표에서 부채로 반영하지 않고 주석으로 기재한다. 우발부채 (채무)는 매입채무, 차입금 등과 같이 채권자 지급시기 금액이 정해진 확정부채가 아니 지만, 퇴직급여충당금 등 충당부채와 유사하다고 볼 수 있다. 그러나 충당부채는 결산일 에 기업이 부담해야 할 의무가 명백히 존재하고 금액을 합리적으로 추정할 수 있다는 점에서 우발부채와는 확실하게 차이가 있다. 예를 들면 법원에 계류중인 소송사건의 패소가능성은 우발채무에 속한다.",
우발전환사채(코코본드),"우발전환사채(Contingent Convertible Bond)는 발행기관이 경영개선명령을 받거나 부실금융기관으로 지정될 경우 상각되거나 보통주로 전환되는 조건이 부가되어 있는 채권(조건부자본증권)을 말한다. 이러한 조건이 실현될 경우 코코본드는 강제로 상각되 거나 주식으로 전환되기 때문에 발행기관의 채무부담은 줄어들고 자본은 확충된다. 채권이 상각될 경우 투자자가 원금손실을 입게 되는 위험을 반영하여 코코본드의 발행금 리는 일반 회사채보다 다소 높게 형성된다. 최근 코코본드의 발행이 늘어난 것은 공급측 면에서 무엇보다 바젤Ⅲ 시행에 따른 은행권의 자본확충 필요성이 증가한 데 기인한다. 바젤Ⅲ에서는 금융기관 자본의 인정요건을 종전보다 강화하였는데, 특히 후순위채권 등에 대해서는 유사시 주식으로 전환되거나 상각되는 조건부자본 요건을 추가로 충족하 도록 요구하고 있다. 바젤Ⅲ 규제 하에서 금융기관 입장에서는 코코본드를 발행하게 되면 자본이 증가해 건전성지표인 자기자본비율이 개선되는 효과가 있다. 수요측면에서 보면, 코코본드는 지속되는 저금리 상황에서 일반 채권보다 금리가 높은 데다 이자지급이 보장되는 후순위채 위주로 발행됨에 따라 투자메리트가 높은 편이다. 코코본드 발행은 유사시 손쉽게 자본을 확충하는 이점이 있으나 발행기관의 자본조달비용을 증가시키는 효과도 있으므로 적정수준에서 관리될 필요가 있다.",자기자본비율
운영리스크,"부적절하거나 잘못된 내부 프로세스(internal process), 인력, 시스템, 외부사건 (external events) 등으로 인해 발생할 수 있는 손실 가능성을 말한다. 운영리스크 (operational risk) 발생요인으로는 인력과 관련해서 인적 자원의 부족, 부적절한 직원, 교육 미실시, 실수 또는 의사소통상 오해 등이 있다. 프로세스와 관련해서는 부적절한 업무 분장, 과도한 업무강도 과다한 업무량, 취약하거나 잘못된 프로세스, 복잡한 거래처 리능력 부족 등이 있다. 시스템과 관련해서는 시스템 장애, 취약한 시스템 설계, 데이터 보안구조 결함, 프로그램 오류 작동 등이 있다. 외부사건과 관련해서는 자연재해, 테러, 전쟁, 시설장애, 파업 데모 업무중단, 외부인의 범죄, 사기, 횡령, 경제환경 및 외부규제 등이 있다. 운영리스크의 결과로 발생가능한 손실에는 기업가치의 저하, 청구권손실, 손해배상, 법적지불책임, 규제조치, 자산손실 등이 있다.",
워싱턴 컨센서스,"1990년대 미국이 중남미 국가들에 대해 제시하였던 미국식 시장경제체제의 확산 전략을 뜻하며 미국이 주도하는 신자유주의의 대명사로도 인식되고 있다. 이 용어는 1989년 미국 국제경제연구소의 정치경제학자 존 윌리엄슨이 당시 경제위기로 어려움을 겪고 있던 중남미 국가들에 대한 개혁 처방을 워싱턴 컨센서스(Washington Consensus) 로 명명한 데서 유래하였고 1990년대초 미국의 재무부, 국제통화기금(IMF), 세계은행 (World Bank) 등 미국 워싱턴에 있는 기관들의 논의를 거치면서 그 개념이 정립되었다. 워싱턴 컨센서스는 개발도상국, 체제전환국, 제3세계 국가들이 시행해야 할 구조조정 정책으로서 정부예산 삭감, 자본시장 자유화, 외환시장 개방, 관세 인하, 국가 기간산업 민영화, 외국자본에 의한 국내기업 합병ㆍ매수 허용, 정부규제 축소, 재산권 보호 등을 제시하고 있다. 실제로 이러한 정책들은 동구 사회주의국가의 체제 전환과 1990년대 후반 아시아의 외환위기 극복과정에서 채택되었다. 워싱턴 컨센서스에 대해서는 세계의 경제시스템을 미국의 자본과 기업이 진출하기 쉽게 만들어 미국의 이익을 증진시키기 위한 것이라는 비판도 있다.","국제통화기금(IMF), 세계은행(World Bank), 동아시아 외환위기"
워크아웃,"기업과 금융기관의 협의로 진행되는 재무구조 개선과정 및 결과를 포괄적으로 이르는 말이다. 부실기업을 정상기업으로 회생시키는 것이 목적으로 도산을 방지하기 위해 계약 불이행이 발생하였을 때 채무자와 채권자 간에 해결 방안을 모색하게 된다. 워크아 웃(workout)은 기업 독자적으로 이행하기 어려운 기업 내부의 구조조정작업을 채권 금융기관이 주도하여 진행하며 그룹 내의 퇴출기업 선정, 자산매각, 주력사업 정비 등 광범위한 조처를 한다. 채무기업의 구조조정 노력에 대해 채권금융기관은 은행대출금 의 출자전환, 대출금 상환유예, 이자감면, 부채삭감 등의 금융지원을 제공한다. 우리나라 는 1997년 외환위기 이후 자주 언급되었으며 대기업 구조조정 프로그램의 하나로 광범위 하게 사용되었다. 한편 워크아웃과 대비되는 개념으로 기업회생절차가 있다. 기업, 금융 기관 등 당사자간 협의를 중심으로 진행되는 워크아웃과 달리 기업회생절차는 법원의 결정(판결)을 통해 진행되는 보다 강력한 기업구조조정 절차이다.",
원/위안 직거래시장,"원/위안 직거래시장은 달러를 매개로 하지 않고 원화를 위안화로, 위안화를 원화로 바로 환전할 수 있는 시장을 의미한다. 2014년 7월 한 중 정상이 양국 간 자국통화 거래를 활성화하는 것이 서로에게 이익이 된다는 데 인식을 같이하고 한 중 무역 및 금융거래에서 위안화 활용도를 제고하기 위한 정책과제의 하나로 원/위안 직거래시장을 개설하기로 합의함에 따라 서울외환시장 운영협의회를 중심으로 중개시스템 개발, 시장 조성자 제도 도입 등을 추진하여 2014년 12월 원/위안 직거래시장을 공식 개설하였다. 또한 2015년 10월 양국 정상회담을 통해 상해 원/위안 직거래시장을 조속한 시일 내에 개설하기로 합의하였다. 원/위안 직거래시장은 개설 이후 높은 관심과 시장조성은행들 의 적극적거래 등에 힘입어 일평균 거래량이 20억 달러를 넘어서고 호가 스프레드도 경쟁적으로 형성되는 등 초기단계의 시장형성에 비교적 성공한 것으로 평가되고 있다 ",외환시장
원금리스크,외환결제리스크 중 가장 대표적인 리스크로 매도통화를 이미 지급하였거나 매도통화 의 지급을 취소할 수 없는 상황에서 거래상대방이 파산하는 경우 매입통화를 전액 수취하지 못하는 리스크를 원금리스크(principal risk)라고 한다. 환거래가 양방향으로 일어난다는 점과 주로 국경을 넘어 발생한다는 특성으로 인하여 매입통화와 매도통화의 결제가 동시에 이루어지지 않기 때문에 원금리스크가 발생하게 된다.,"외환결제리스크, Herstatt 리스크"
원금이자분리채권(STRIPS),"이표채의 원금과 미래의 이자금액을 분리하여 각각 무이표채(zero coupon bond)의 형태로 거래할 수 있는 채권을 말한다. 즉 채권의 원금과 이자를 분리하여 거래할 수 있는 채권이다. 만기에 한 번의 현금흐름만을 가지고 있기 때문에 이표채 채권에서 발생하는 재투자 위험이 제거되어 투자시점에서 확정 수익률을 보장받을 수 있으며 한 종목의 이표채가 원금이자분리채(STRIPS; Seperate Trading of Registered Interest and Principal of securities)를 통해 다양한 만기의 무이표채로 전환됨에 따라 연기금 보험 등 주요 기관투자가의 장기 무이표채에 대한 수요를 충족시킬 수 있다. 그리고 이표채권과 현금흐름이 동일한 원금이자분리채권 포트폴리오 간의 가격차이를 이용한 차익거래가 가능해진다. 다양한 만기와 수익률을 형성하게 되어 채권시장에 유동성을 증가시킬 수 있고 분리했을 때 각 채권 가치의 합과 재결합 상품 가치와의 차이에 의해 차익거래가 가능해 투자나 거래기법의 향상을 도모할 수 있다. 보통 원금부분을 P-STRIP, 이자부분을 C-STRIP이라고 한다.","이표채, 듀레이션"
위험가중자산/위험가중치,"자기자본비율 산출시 대차대조표상 자산계정의 단순 합계를 분모로 사용할 경우 자산을 구성하는 각 익스포저에 따른 리스크를 반영할 수 없는 문제가 있다. 그러므로 각 익스포저 금액에 해당 위험가중치를 곱하여 합산한 금액인 위험가중자산을 분모로 사용하게 된다. 위험가중자산은 신용 시장 운영리스크로 구성된다. 각 리스크별 위험가 중자산을 산출하는 방식은 바젤은행감독위원회(BCBS)가 제시한 방법을 따르는 표준방 법과 은행의 자체 내부모형을 이용하는 방법으로 구분할 수 있다. 예를 들어 신용리스크 표준방법을 사용할 경우 익스포저에 거래상대방별 위험가중치를 곱한 금액을 합산하여 위험가중자산을 산출한다. 내부 모형을 사용하는 은행의 경우 자체 추정한 차주 부도율, 부도시 손실률, 부도시 익스포저 등을 사용하여 위험가중자산을 산출한다.","BIS 자기자본비율, 익스포저, 내부등급법"
위험기준자기자본비율(RBC비율),"금융기관이 영업활동에 따라 부담하게 되는 리스크(위험가중자산)를 자기자본으로 흡수할 수 있는 능력을 평가하는 지표로 금융기관의 건전성과 안전성 정도를 나타내며 자기자본을 위험가중자산으로 나누어 산출한다. 이는 일반 기업에서의 자기자본비율은 자기자본을 총자산으로 나누어 산출하는 것과 유사하게 분모를 총자산 대신 위험가중자 산으로 대체하여 산출하는 개념이다. 참고로 BIS자기자본비율이란 국제결제은행(BIS; Bank for International Settlement)이 제시한 기준에 따라 산정한 위험가중자산과 자기자본으로 자기자본비율을 산출한 것이며, BIS는 국제 업무를 수행하는 은행들에 대해 동 비율을 8% 이상으로 유지토록 권고하고 있다. 한편 보험회사의 경우에는 위험기준자 기자본비율을 보험회사가 파산하거나 모든 가입자가 보험계약을 동시에 해약했을 때 자기자본으로 보험금을 지급할 수 있는 정도가 어느 정도인지 나타내는 비율로 활용되며, 이 비율이 200% 이상이면 동시에 모든 보험금을 지급해야 하는 상황이 두 번 연속 발생하더라도 파산하지 않을 정도의 자본을 쌓았다는 것을 의미한다.","BIS 자기자본비율, 자기자본비율, 위험가중자산/위험가중치"
유동비율,단기채무에 충당할 수 있는 유동자산이 얼마나 되는가를 평가하여 기업의 단기지급능 력을 판단할 수 있는 대표적 지표로서 유동비율이 높을수록 단기지급능력이 양호하다고 볼 수 있으나 과다한 유동자산 보유는 자산운용 효율성을 떨어뜨려 수익성을 저해한다. 유동비율 = 유동자산/유동부채 × 100,
유동성,"유동성(liquidity)이란 자산을 현금으로 전환할 수 있는 정도를 나타내는 용어로 기업 의 자산을 필요한 시기에 손실 없이 화폐로 바꿀 수 있는 정도를 나타낸다. 유동성은 자산의 유동성과 경제주체의 유동성으로 구분되는데 자산의 유동성은 화폐의 유동성과 화폐를 제외한 자산의 유동성으로 나뉜다. 화폐의 유동성은 화폐가 다른 재화나 서비스 로 전환되는 정도를 말한다. 자산의 유동성은 화폐 이외의 자산을 화폐로 전환한 후 다른 재화나 서비스로 전환하는 정도를 말한다. 자산의 유동성은 전환대상 자산의 양과 질, 시장의 형성, 거래 방법, 재금융의 가능성 등에 따라 유동성의 정도가 달라진다. 한편, 경제주체의 유동성은 각 경제주체가 채무를 충당할 수 있는 능력을 말한다. 이러한 유동성 개념은 위와 같은 본래의 의미로부터 파생되어 다음의 두 가지 형태로도 사용된 다. 첫째로 유동성은 시중의 현금과 다양한 금융상품 중 어디까지를 통화로 정의할지 구분하는 기준으로 사용된다. 우리나라에서는 유동성이 높은 정도에 따라 통화 및 유동 성 지표를 현금통화, M1, M2, Lf, L로 구분한다. 둘째로 유동성은 현금을 비롯하여 유동성이 높은 통화 그 자체와 같은 뜻으로 사용되기도 한다. “시중의 풍부한 유동성”, “한국은행이 실시한 유동성 공급 정책” 등과 같은 예에서 유동성은 통화 그 자체를 의미한다. ",통화지표
유동성 함정,"유동성 함정(liquidity trap)이란 금리 인하를 통한 확장적 통화정책이 투자나 소비 등 실물경제에 영향을 주지 못하는 상태를 말한다. 경제가 침체될 것으로 예상되면 중앙은행은 정책금리를 낮추고 유동성을 공급한다. 그러나 금리를 계속 낮추는데도 경기가 회복되지 않고 이 이후에 명목이자율을 더 이상 낮출 수 없어 확장적 통화정책을 통한 경기 진작은 어려워지는데 이를 유동성 함정에 빠졌다고 표현한다. 유동성 함정이 존재하는 경제에는 대체로 다음과 같은 상황이 일어난다. 일반적으로 총수요가 감소하여 경기가 침체하고 물가가 하락한다. 만약 경기가 계속 침체하여 디플레이션이 발생하면 명목이자율이 일정할 경우 실질이자율이 상승한다. 예를 들어 명목이자율이 0%이고 물가상승률이 -3%라고 한다면 실질이자율은 3%가 된다. 즉, 유동성 함정 하에서 명목이 자율이 0%에 가까운 매우 낮은 상황이라 하더라도 가계와 기업이 직면하는 실질이자율은 오히려 높은 수준이 유지되어 투자와 소비가 감소한다. 또한 총수요 감소는 추가적인 물가 하락과 이에 따른 실질이자율의 상승으로 이어져 경제를 더욱 악화시킬 수 있다. ",유동성
유동성딜레마,"1944년 출범한 브레튼우즈(Bretton Woods)체제는 독자적인 세계통화가 아니라 특정 국가의 통화인 미국 달러화를 기축통화로 하여 성립된 체제였다. 따라서, 동 체제에서 전 세계적으로 통용되는 기축통화인 미국 달러화는 국제사회의 신뢰를 얻어야 하는 동시에 세계의 상품 및 자본 거래량을 충분히 소화할 수 있을 정도의 유동성을 공급해야 한다. 그런데 기축통화국인 미국이 국제수지 적자를 기록하여 달러화 공급량을 증가시키 면 세계적으로 유동성은 증가하나 달러화에 대한 신인도가 하락한다. 반대로, 미국이 국제수지 흑자를 내어 달러화 공급량을 감소시키면 달러화의 신용도는 상승하나 세계적 으로 유동성이 부족하게 된다. 이러한 모순된 상황을 가리켜 미국 예일대의 Triffin 교수는 유동성딜레마라고 불렀다(동 교수의 이름을 따서 Triffin의 딜레마라고도 한다). 특정한 국가의 통화를 기축통화로 삼는 국제통화체제의 경우 이러한 모순이 불가피하여 그 국제통화체제는 내재적 한계를 가질 수밖에 없다. 이러한 문제점에 대한 보완책으로 SDR(특별인출권) 제도가 생기게 되었다.",
유동성리스크,거래 일방이 일시적인 자금부족으로 인해 정해진 결제 시점에서 결제의무를 이행하지 못함에 따라 거래상대방의 자금조달 계획 등에 악영향을 미치게 되는 위험을 말한다. 유동성 리스크는 거래 상대방이 지급기일이 지난 이후 채무를 결제할 수 있다는 점에서 거래상대방이 파산하여 채권 회수가 영원히 불가능한 신용리스크와 차이가 있으나 실제 로는 그 구별이 쉽지 않다.,신용위험(신용리스크)
유동성커버리지비율,"유동성커버리지비율(LCR; Liquidity Coverage Ratio)은 단기 유동성 규제비율로서 은행이 유동성 부족에 대비하여 보유한 고유동성자산 규모를 30일간의 유동성스트레스 시나리오 하에서 예상되는 순현금유출액으로 나눈 비율이다. LCR의 산식은 ‘고유동성자 산 / 향후 30일간 순현금유출액(현금유출액 - 현금유입액) × 100’이다. 분자의 고유동성 자산은 현금은 물론 정부 및 중앙은행이 발행하는 채무증권, 은행이 중앙은행에 예치한 지급준비금 등으로 구성된다. 분모의 순현금유출액은 30일 동안의 심각한 위기상황에서 발생할 것으로 예상되는 현금유출액에서 현금유입액을 차감하여 산출한다. 바젤은행감 독위원회(BCBS)가 요구하는 최저 LCR 수준은 2015년에 60%였으며 매년 10% 포인트씩 높아져 2019년에는 100%를 준수하여야 했다. 코로나19 사태 이후 금융권의 가계대출 및 기업 자금 공급 확대를 위해 2020년 일시적으로 기존 100%에서 85%로 인하하였으나 2022년부터 단계적 상향을 통해 2022년 7월말 현재 100%를 준수하여야 한다.","유동성리스크, 순안정자금조달비율"
유럽부흥개발은행(EBRD),"EBRD(European Bank for Reconstruction and Development)는 중 동부 유럽국가의 시장경제체제로의 전환 촉진과 경제개발 지원을 목적으로 1991년 3월 설립된 국제금융 기구로서 영국 런던에 본부를 두고 있다. 주요 업무는 역내 회원국에 대한 생산적이고 경쟁적인 민간부문의 활동 지원, 경제개발을 위한 역내외 자본 및 선진기술 동원, 경쟁여 건 조성과 생산성 향상을 위한 투자 촉진, 개발사업계획 관련 기술지원 등이다. 재원은 자본금, 채권발행 및 차입금으로 조성되는 일반재원과 출연을 통한 특별재원으로 조달하고 조직은 총회, 이사회 및 총재를 비롯한 집행부로 구성되어 있다. 2016년말 현재 회원국은 총 65개국이며 역내 국제기구인 유럽연합(EU)과 유럽투자은행(EIB; European Investment Bank)에도 회원자격을 부여하고 있다. 우리나라는 창립회원국으로 참여하고 있다.",유럽연합(EU)
유럽연합(EU),"유럽연합(EU; European Union)은 1991년 12월 유럽공동체 12개국 정상이 유럽연합 조약(일명 마스트리히트조약)의 체결에 합의한 후 1993년 11월 동 조약이 발효됨에 따라 종전의 유럽공동체(EC; European Communities)를 대신하는 지역공동체로서 1994 년 1월 정식 출범하였다. 창설 목적은 유럽내 단일시장 구축 및 단일통화 실현을 통한 유럽의 경제와 사회발전 촉진, 공동외교안보정책을 통한 국제무대에서의 유럽의 이익 제고, 유럽연합 시민권제도 도입에 의한 회원국 국민의 권리와 이익 보호 등이다. 회원국은 1995년 1월 3개국이 추가 가입한 데 이어 동유럽 체제전환국들이 가입하면서 점차 늘어났으나 2020년 1월 영국이 EU에서 탈퇴함으로써 2022년 현재 총 27개국의 회원국이 있다. 유럽연합의 주요 기구는 회원국 정상들의 회의체인 유럽이사회(European Council), 각종 정책 입안 및 집행을 담당하는 집행위원회(European Commission), 회원 국간 문제해결을 위한 장관들의 회의체인 각료이사회(CEU), 유럽의회(EP) 등이며 그 외에 유럽사법재판소, 유럽회계감사원, 지역위원회, 유럽중앙은행(ECB), 유럽투자은행 등이 있다. 유럽연합은 유럽의회가 입법부, 유럽사법재판소가 사법부, 집행위원회가 행정부의 역할을 하는 등 일반적인 국제기구와는 달리 독자적인 법령 체계와 입법 사법 행정 기능을 갖추고 있다.","마스트리히트조약, 유럽중앙은행(ECB)"
유럽중앙은행(ECB),"유럽연합(EU)의 통화정책을 수행하는 중앙은행으로서 1994년에 설립된 유럽통화기구 (EMI)를 승계하여 1998년 6월 출범하였으며 독일 프랑크푸르트에 본부를 두고 있다. 유럽중앙은행(ECB; European Central Bank)의 주요 목적은 유로화를 사용하는 유럽국가 지역인 유로존(eurozone)의 물가를 안정시키는 것이며 유로화 발행의 독점적인 권한을 갖고 있다. 지폐가 아닌 동전의 경우에는 유럽중앙은행의 감독 하에 각 나라가 발행할 수 있다. 유럽중앙은행이 2002년부터 회원국의 통화정책 권한을 갖게 되었으나 그 기능은 유로존의 전체적인 금융정책 방향을 설정하는 것이며 각국의 실제 통화정책은 각국 중앙은 행이 책임지고 있다. 유럽중앙은행의 최고의사결정기구인 정책위원회(governing council) 는 총재, 부총재, 상임이사 4명, 회원국 중앙은행 총재 16명 등 모두 22명으로 구성되며 매월 기준금리를 결정한다. 그리고 집행위원회(Executive Council)는 정책위원회의 결정 에 따른 세부사항을 정하고 각국 중앙은행에 지시사항을 전달하는 등의 역할을 수행한다. 연관검색어 : 유럽연합(EU)",
유로달러(Euro dollar),"미국 외의 국가에 소재하는 은행에 예치된 미국 달러화를 말하는데, 런던을 비롯한 유럽의 주요 금융시장에서 많이 거래되고 있다. 유로달러시장의 중심은 은행 간 예금시 장으로서 은행 및 브로커들로 구성되어 있다. 1950년대부터 미 소간 냉전격화에 따라 동유럽 공산국의 은행들이 미국내 은행에 예치했던 달러화 예금을 유럽으로 이체한 데서 비롯되었다. 이후 미국의 국제수지 적자가 누적되면서 대규모의 달러 자금이 유럽 에 유입된 데다, 1970년대의 오일쇼크 당시 OPEC 국가들이 오일달러를 유로은행에 예치(동 자금은 유로은행의 신디케이트론을 통해 무역수지 적자국으로 환류)함으로써 크게 발전하였다. 유로달러는 은행의 금융 외환거래 및 무역금융의 원활화, 국제유동성 증대에 크게 이바지하였으나 보유자의 수익 추구를 위해 국경을 넘어 자유롭게 자금의 예치나 대출이 이루어지는 특성이 있다. 이 때문에 유로달러는 세계 각지의 금리 차이나 환율 변동에 의한 차익을 찾아 빠르게 이동하는 핫머니(hot money)의 성격을 가지고 있으며, 따라서 국제적 금융교란을 일으킬 위험성을 내포하고 있다.",유로마켓(Euro market)
유로마켓(Euro market),"뉴욕 동경 등 선진국의 국제금융시장에 대비되는 순수한 의미의 국제금융시장으로, 어떤 통화로 표시된 자금이 해당통화 발행국 이외의 국가에서 거래되는 시장이다. 따라 서 국내시장으로부터 독립된 시장이라는 특성을 갖고 있으며 Euro dollar, Euro currency, Euro bond 등 여러 하부시장으로 구성되어 있다. 유로마켓은 Euro dollar 거래에 힘입어 발전하였으며, 당초에는 은행의 달러자금을 중심으로 한 Euro dollar시장 또는 Euro currency시장의 성격이 강하였으나 1980년대 들어 증권화가 진전됨에 따라 Euro bond시 장의 비중이 확대되었다. 유로마켓은 각국 정부의 규제나 간섭에서 벗어나 자유롭게 거래를 할 수 있다는 장점이 있고 이러한 자율성이 금융 혁신과 기법의 발전을 촉진하는 한편 유로마켓의 범세계적인 확산을 가져다주었다. 이에 따라 유로마켓의 확산은 1980년 대 이후의 세계적인 금융혁신을 촉진하고 나아가 각국 금융시장의 개방과 효율화를 촉진하는 등 금융의 세계화에도 기여하였다.",유로달러(Euro dollar)
유리보(EURIBOR),"유리보는 영어 ‘Euro Interbank Offered Rate’의 줄임말이다. 유로화를 단일통화로 하는 유럽연합(EU) 12개 회원국이 국제 금융거래 시 기준으로 사용하기 위해 1999년 1월 1일부터 산출, 적용한 금리로, 유럽연합 회원국 가운데 유로에 참여하지 않은 영국 덴마크 스웨덴은 제외되었다. 영국 런던에서 우량은행끼리 단기자금을 거래할 때 적용 하는 금리인 리보(LIBOR)에 대항하고, 유로 국가들 간의 공동 경제권을 강화하는 데 목적이 있다. 벨기에 브뤼셀에 본부를 두고 있는 유럽중앙은행회가 57개 유럽은행 간 거래 금리를 평균해 산출한다. 유로 12개 회원국 3,000여 개의 은행이 유리보를 기준금리 로 삼고 있는데, 고객들은 유로금리와 관련된 선물 및 옵션거래를 할 때 리보 금리와 유리보 금리 중 하나를 선택할 수 있다. 1999년 유로화 출범 이후 꾸준히 성장해 2003년 현재 리보를 제치고 새로운 유로 표시 국제금융거래의 기준금리로 자리 잡아 가고 있다. 현재 유럽연합 소속 은행들 간 금리스왑 거래의 60~80%를 유리보가 차지하고 있으며, 더욱이 유로 국가들 정부가 자국의 금융기관에 리보대신에 유리보를 기준금리로 삼도록 압력을 가하고 있어 유리보의 이용은 더욱 늘어날 것으로 보인다.",
유통시장,"s유통시장(또는 제2차 시장, secondary market)은 이미 발행된 채권, 주식 등 유가증권 이 투자자들 사이에서 매매되는 시장을 말한다. 유통시장은 발행시장에서 발행된 유가증 권의 시장성과 환금성을 높여주고 자유경쟁을 통해 공정한 가격을 형성하는 기능을 한다. 채권 유통시장은 장외시장과 장내시장으로 구분된다. 현재 대부분의 채권거래는 장외시장에서 주로 증권회사의 단순중개를 통하여 이루어지고 있다. 장내시장으로는 한국거래소 내에 일반채권시장과 국채전문유통시장이 개설되어 있다. 일반채권시장에 서는 전환사채와 소액 국공채의 장내거래가 의무화되어 있어 채권 거래가 비교적 활성화 되어 있다. 국채전문유통시장에서의 거래는 국고채전문딜러의 지속적이고 유효한 호가 제시를 통한 시장조성 의무 강화 등의 제도 개선 노력에 힘입어 증가하고 있다. 주식 유통시장에는 유가증권시장(코스피시장), 코스닥시장, 코넥스시장 및 K-OTC시장이 있 다. 이중 K-OTC시장은 장외시장이며, 나머지는 한국거래소에서 개설 운영하는 장내시 장이다. 주식이 장내시장에서 매매되기 위해서는 상장이라는 등록 절차를 거쳐야 한다. 코스닥시장은 유망 중소기업, 벤처기업 등이 진입하는 시장이다. 코넥스시장은 설립 초기 중소기업에 특화된 시장으로, 2013년 7월 개설 당시에는 코스닥시장의 하부시장 형태였으나, 2013년 9월 별도시장으로 분리되었다. K-OTC시장에서는 비상장 주식이 거래된다.","발행시장, 채권시장, 주식시장"
은선,"은행권의 위조방지를 위한 장치의 하나로 은행권용지에 삽입된 플라스틱 또는 금속으 로 된 가는 선형필름을 말하며, 삽입된 필름의 문양 또는 글자 등을 확인할 수 있다. 은선(security thread)에는 현용 천원권과 같이 숨고 드러나기를 반복하는 부분노출은선 과 오천원권, 만원권과 같이 용지 속에 완전히 삽입된 숨은 은선이 있다. 또 오만원권처럼 숨은 은선과 부분노출은선이 같이 있는 경우도 있다. 숨은 은선에는 주로 미세문자를 삽입하거나 보는 각도에 따라 색상이 변하는 필름을 적용한다. 오만원권에는 초상 오른 쪽에 숨겨져 있는 특수 필름띠 위에 문자와 액면 숫자 “한국은행 BANK OF KOREA 50000”이 보이며, 만원권 오천원권에는 액면 숫자만 다르게 표시되어 있다. 그리고 오만원권의 부분노출은선은 청회색 특수 필름 띠로, 여러 개의 태극무늬가 사방 연속으로 새겨져 있으며 은행권을 상하로 움직이면 태극무늬가 좌우로, 은행권을 좌우로 움직이면 태극무늬가 상하로 움직이는 것처럼 보여 Motion이라 부른다. 한편 천원권에는 숨은 은선은 없고 가운데 부분에 부분노출은선이 있다.",숨은 그림(은화)
은행경영공시제도,"은행의 건전성을 유지하기 위해서는 감독당국의 직접적인 감독 이외에 예금자, 채권자 및 주주 등 이해관계자에 의한 시장규율(market discipline)이 중요하다. 이에 따라 은행은 이해관계자에게 금융기관에 관한 중요한 정보를 정기적으로 공시한다. 은행업 감독규정 에 따르면 은행은 연 결산시 결산일 이후 3개월 이내, 분기별 가결산은 결산일 이후 2개월 이내에 공시하도록 되어 있다. 공시 내용은 조직 및 인력, 재무 및 손익, 자금조달 운용, 건전성 수익성 생산성 등 경영지표, 경영방침 및 리스크관리 등에 관한 사항을 포괄한다.",
은행인수어음(BA),"은행의 단기무역신용공급방식의 하나로 수출입대금결제를 위해 발행된 환어음을 은 행이 인수(accept)하는 것을 말하며, 은행이 어음상의 지급의무를 부담한 것이므로 그 신용도가 높아 BA 시장에서 자유로이 양도되고 자산보유의 형태로도 이용되고 있다. BA(Banker's Acceptance)는 통상 어음발행인이 인수은행에 매입을 신청하고 할인받는 것이 관행으로 되어 있으나, 미국에서는 일반적으로 인수은행이 BA를 만기일까지 보유 하지 않고 유통시장에 매각함으로써 안정성과 유동성이 뛰어난 독특한 시장이 형성되는 데 이를 은행 인수어음시장이라 한다.",
